station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
FABL,2026-06-25 00:00,41.00,39.20,93.24,190.00,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,38.98,FABL 250000Z AUTO 19003KT 9999 // ///////// 05/04 Q1028,M
FABL,2026-06-25 01:00,39.20,37.40,93.19,210.00,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,39.20,FABL 250100Z AUTO 21002KT 9999 // ///////// 04/03 Q1029,M
FABL,2026-06-25 02:00,39.20,37.40,93.19,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,39.20,FABL 250200Z AUTO VRB02KT 9999 // ///////// 04/03 Q1029,M
FABL,2026-06-25 03:00,42.80,39.20,86.99,180.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.03,FABL 250300Z 18004KT 110V200 CAVOK 06/04 Q1029 NOSIG,M
FABL,2026-06-25 04:00,41.00,39.20,93.24,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,FABL 250400Z VRB02KT CAVOK 05/04 Q1029 NOSIG,M
FABL,2026-06-25 05:00,37.40,35.60,93.13,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,FABL 250500Z 00000KT CAVOK 03/02 Q1030 NOSIG,M
FABL,2026-06-25 06:00,42.80,39.20,86.99,0.00,0.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.80,FABL 250600Z 00000KT CAVOK 06/04 Q1031 NOSIG,M
FABL,2026-06-25 07:00,51.80,44.60,76.34,60.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FABL 250700Z 06004KT CAVOK 11/07 Q1031 NOSIG,M
FABL,2026-06-25 08:00,57.20,46.40,67.13,50.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FABL 250800Z 05005KT 010V110 CAVOK 14/08 Q1031 NOSIG,M
FABL,2026-06-25 09:00,64.40,46.40,52.00,50.00,9.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FABL 250900Z 05009KT CAVOK 18/08 Q1031 NOSIG,M
FABL,2026-06-25 10:00,69.80,42.80,37.63,40.00,10.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FABL 251000Z 04010KT 010V070 CAVOK 21/06 Q1030 NOSIG,M
FABL,2026-06-25 11:00,69.80,42.80,37.63,10.00,9.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FABL 251100Z 01009KT CAVOK 21/06 Q1029 NOSIG,M
FABL,2026-06-25 12:00,71.60,44.60,37.92,360.00,7.00,0.00,30.39,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,71.60,FABL 251200Z 36007KT 330V030 9999 FEW025 22/07 Q1029 NOSIG,M
FABL,2026-06-25 13:00,71.60,42.80,35.40,330.00,7.00,0.00,30.36,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,71.60,FABL 251300Z 33007KT 9999 FEW030 22/06 Q1028 NOSIG,M
FABL,2026-06-25 14:00,71.60,41.00,33.02,350.00,6.00,0.00,30.39,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,71.60,FABL 251400Z 35006KT 330V040 9999 FEW030 22/05 Q1029 NOSIG,M
FABL,2026-06-25 15:00,66.20,41.00,39.73,30.00,5.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,COR FABL 251500Z 03005KT CAVOK 19/05 Q1029 NOSIG,M
FABL,2026-06-25 16:00,55.40,42.80,62.46,310.00,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FABL 251600Z 31002KT CAVOK 13/06 Q1029 NOSIG,M
FABL,2026-06-25 17:00,51.80,42.80,71.26,M,1.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FABL 251700Z VRB01KT CAVOK 11/06 Q1030 NOSIG,M
FABL,2026-06-25 18:00,48.20,41.00,76.01,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,FABL 251800Z 00000KT CAVOK 09/05 Q1030 NOSIG,M
FABL,2026-06-25 19:00,46.40,41.00,81.33,170.00,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,FABL 251900Z AUTO 17002KT 9999 // ///////// 08/05 Q1031,M
FABL,2026-06-25 20:00,44.60,41.00,87.08,220.00,3.00,0.00,30.45,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,43.09,FABL 252000Z AUTO 22003KT 9000 // ///////// 07/05 Q1031,M
FABL,2026-06-25 21:00,42.80,39.20,86.99,240.00,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,42.80,FABL 252100Z AUTO 24002KT 9999 // ///////// 06/04 Q1031,M
FABL,2026-06-25 22:00,41.00,39.20,93.24,260.00,2.00,0.00,30.45,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,41.00,FABL 252200Z AUTO 26002KT 9000 // ///////// 05/04 Q1031,M
FABL,2026-06-25 23:00,41.00,37.40,86.89,0.00,0.00,0.00,30.45,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,41.00,FABL 252300Z AUTO 00000KT 9000 // ///////// 05/03 Q1031,M
FABL,2026-06-26 00:00,42.80,37.40,81.06,M,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,42.80,FABL 260000Z AUTO VRB02KT 9999 // ///////// 06/03 Q1031,M
FABL,2026-06-26 01:00,39.20,37.40,93.19,130.00,3.00,0.00,30.45,M,3.73,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,36.92,FABL 260100Z AUTO 13003KT 6000 // ///////// 04/03 Q1031,M
FABL,2026-06-26 02:00,37.40,35.60,93.13,M,1.00,0.00,30.45,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,37.40,FABL 260200Z AUTO VRB01KT 9000 // ///////// 03/02 Q1031,M
FABL,2026-06-26 03:00,35.60,33.80,93.08,230.00,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,FABL 260300Z 23002KT CAVOK 02/01 Q1031 NOSIG,M
FABL,2026-06-26 04:00,35.60,33.80,93.08,270.00,1.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,FABL 260400Z 27001KT CAVOK 02/01 Q1031 NOSIG,M
FABL,2026-06-26 05:00,35.60,33.80,93.08,270.00,2.00,0.00,30.47,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,FABL 260500Z 27002KT 9000 NSC 02/01 Q1032 NOSIG,M
FABL,2026-06-26 06:00,39.20,35.60,86.79,M,1.00,0.00,30.50,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,FABL 260600Z VRB01KT CAVOK 04/02 Q1033 NOSIG,M
FABL,2026-06-26 07:00,46.40,41.00,81.33,M,1.00,0.00,30.50,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,FABL 260700Z VRB01KT CAVOK 08/05 Q1033 NOSIG,M
FABL,2026-06-26 08:00,55.40,42.80,62.46,40.00,4.00,0.00,30.50,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FABL 260800Z 04004KT CAVOK 13/06 Q1033 NOSIG,M
FABL,2026-06-26 09:00,60.80,42.80,51.46,M,2.00,0.00,30.50,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FABL 260900Z VRB02KT CAVOK 16/06 Q1033 NOSIG,M
FABL,2026-06-26 10:00,66.20,42.80,42.59,360.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FABL 261000Z 36004KT 280V060 CAVOK 19/06 Q1032 NOSIG,M
FABL,2026-06-26 11:00,68.00,42.80,40.02,360.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FABL 261100Z 36004KT 270V050 CAVOK 20/06 Q1031 NOSIG,M
FABL,2026-06-26 12:00,68.00,41.00,37.34,M,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FABL 261200Z VRB04KT CAVOK 20/05 Q1030 NOSIG,M
FABL,2026-06-26 13:00,68.00,39.20,34.81,70.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FABL 261300Z 07003KT 020V130 CAVOK 20/04 Q1029 NOSIG,M
FABL,2026-06-26 14:00,69.80,39.20,32.73,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FABL 261400Z VRB02KT CAVOK 21/04 Q1029 NOSIG,M
FABL,2026-06-26 15:00,66.20,39.20,37.04,50.00,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FABL 261500Z 05002KT CAVOK 19/04 Q1029 NOSIG,M
FABL,2026-06-26 16:00,55.40,41.00,58.27,0.00,0.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FABL 261600Z 00000KT CAVOK 13/05 Q1029 NOSIG,M
FABL,2026-06-26 17:00,51.80,41.00,66.48,340.00,1.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FABL 261700Z 34001KT CAVOK 11/05 Q1029 NOSIG,M
FABL,2026-06-26 18:00,48.20,39.20,70.87,320.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.34,FABL 261800Z 32004KT CAVOK 09/04 Q1029 NOSIG,M
FABL,2026-06-26 19:00,46.40,41.00,81.33,M,1.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,FABL 261900Z AUTO VRB01KT 9999 // ///////// 08/05 Q1029,M
FABL,2026-06-26 20:00,44.60,39.20,81.20,170.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,43.09,FABL 262000Z AUTO 17003KT 9999 // ///////// 07/04 Q1029,M
FABL,2026-06-26 21:00,41.00,39.20,93.24,220.00,3.00,0.00,30.39,M,3.04,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,38.98,FABL 262100Z AUTO 22003KT 4900 // ///////// 05/04 Q1029,M
FABL,2026-06-26 22:00,39.20,35.60,86.79,360.00,3.00,0.00,30.39,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,36.92,FABL 262200Z AUTO 36003KT 330V030 7000 // ///////// 04/02 Q1029,M
FABL,2026-06-26 23:00,37.40,35.60,93.13,M,2.00,0.00,30.39,M,3.11,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,37.40,FABL 262300Z AUTO VRB02KT 5000 // ///////// 03/02 Q1029,M
FABL,2026-06-27 00:00,37.40,35.60,93.13,220.00,3.00,0.00,30.39,M,3.11,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,34.86,FABL 270000Z AUTO 22003KT 5000 // ///////// 03/02 Q1029,M
FABL,2026-06-27 01:00,37.40,33.80,86.69,0.00,0.00,0.00,30.39,M,2.67,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,37.40,FABL 270100Z AUTO 00000KT 4300 // ///////// 03/01 Q1029,M
FABL,2026-06-27 02:00,35.60,33.80,93.08,260.00,2.00,0.00,30.39,M,3.11,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,35.60,FABL 270200Z AUTO 26002KT 5000 // ///////// 02/01 Q1029,M
FABL,2026-06-27 03:00,33.80,33.80,100.00,280.00,1.00,0.00,30.36,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.80,FABL 270300Z 28001KT 8000 NSC 01/01 Q1028 NOSIG,M
FABL,2026-06-27 04:00,35.60,33.80,93.08,M,2.00,0.00,30.39,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,FABL 270400Z VRB02KT 6000 NSC 02/01 Q1029 NOSIG,M
FABL,2026-06-27 05:00,33.80,32.00,93.02,280.00,3.00,0.00,30.39,M,3.11,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.75,FABL 270500Z 28003KT 5000 BR NSC 01/00 Q1029 NOSIG,M
FABL,2026-06-27 06:00,35.60,33.80,93.08,270.00,2.00,0.00,30.39,M,2.17,M,NSC,M,M,M,M,M,M,M,MIFG,M,M,M,M,M,M,35.60,FABL 270600Z 27002KT 3500 MIFG NSC 02/01 Q1029 TEMPO 5000 BR,M
FABL,2026-06-27 07:00,44.60,37.40,75.67,M,2.00,0.00,30.39,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.60,FABL 270700Z VRB02KT 8000 NSC 07/03 Q1029 NOSIG,M
FABL,2026-06-27 08:00,51.80,41.00,66.48,50.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FABL 270800Z 05003KT 330V080 CAVOK 11/05 Q1029 NOSIG,M
FABL,2026-06-27 09:00,57.20,42.80,58.52,30.00,4.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FABL 270900Z 03004KT 330V070 CAVOK 14/06 Q1028 NOSIG,M
FABL,2026-06-27 10:00,62.60,42.80,48.29,320.00,9.00,0.00,30.33,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,62.60,FABL 271000Z 32009KT 290V360 9999 FEW030 17/06 Q1027 NOSIG,M
FABL,2026-06-27 11:00,64.40,41.00,42.30,340.00,9.00,0.00,30.30,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,64.40,FABL 271100Z 34009KT 300V030 9999 SCT030 18/05 Q1026 NOSIG,M
FABL,2026-06-27 12:00,64.40,39.20,39.44,340.00,11.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,64.40,FABL 271200Z 34011KT 310V020 9999 FEW030 18/04 Q1025 NOSIG,M
FABL,2026-06-27 13:00,64.40,35.60,34.23,350.00,12.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,64.40,FABL 271300Z 35012KT 310V010 9999 FEW030 18/02 Q1024 NOSIG,M
FABL,2026-06-27 14:00,64.40,35.60,34.23,330.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,64.40,FABL 271400Z 33009KT 300V360 9999 FEW030 18/02 Q1024 NOSIG,M
FABL,2026-06-27 15:00,57.20,37.40,47.44,350.00,6.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FABL 271500Z 35006KT CAVOK 14/03 Q1024 NOSIG,M
FABL,2026-06-27 16:00,55.40,37.40,50.63,360.00,5.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FABL 271600Z 36005KT CAVOK 13/03 Q1024 NOSIG,M
FABL,2026-06-27 17:00,53.60,39.20,58.02,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FABL 271700Z VRB01KT CAVOK 12/04 Q1025 NOSIG,M
FABL,2026-06-27 18:00,55.40,41.00,58.27,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FABL 271800Z VRB01KT CAVOK 13/05 Q1025 NOSIG,M
FABL,2026-06-27 19:00,53.60,41.00,62.22,60.00,3.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,FABL 271900Z AUTO 06003KT 9999 // ///////// 12/05 Q1025,M
FABL,2026-06-27 20:00,51.80,41.00,66.48,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,FABL 272000Z AUTO VRB01KT 9999 // ///////// 11/05 Q1025,M
FABL,2026-06-27 21:00,50.00,41.00,71.06,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,FABL 272100Z AUTO VRB01KT 9999 // ///////// 10/05 Q1025,M
FABL,2026-06-27 22:00,46.40,41.00,81.33,0.00,0.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,FABL 272200Z AUTO 00000KT 9999 // ///////// 08/05 Q1025,M
FABL,2026-06-27 23:00,42.80,39.20,86.99,M,1.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,42.80,FABL 272300Z AUTO VRB01KT 9999 // ///////// 06/04 Q1025,M
FABL,2026-06-28 00:00,41.00,37.40,86.89,20.00,2.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,41.00,FABL 280000Z AUTO 02002KT 9999 // ///////// 05/03 Q1024,M
FABL,2026-06-28 01:00,41.00,37.40,86.89,0.00,0.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,41.00,FABL 280100Z AUTO 00000KT 9999 // ///////// 05/03 Q1024,M
FABL,2026-06-28 02:00,42.80,39.20,86.99,M,2.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,42.80,FABL 280200Z AUTO VRB02KT 9999 // ///////// 06/04 Q1024,M
FABL,2026-06-28 03:00,41.00,39.20,93.24,190.00,2.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,FABL 280300Z 19002KT CAVOK 05/04 Q1024 NOSIG,M
FABL,2026-06-28 04:00,42.80,37.40,81.06,150.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.03,FABL 280400Z 15003KT CAVOK 06/03 Q1024 NOSIG,M
FABL,2026-06-28 05:00,39.20,37.40,93.19,60.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.92,FABL 280500Z 06003KT CAVOK 04/03 Q1024 NOSIG,M
FABL,2026-06-28 06:00,41.00,37.40,86.89,M,2.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,FABL 280600Z VRB02KT CAVOK 05/03 Q1024 NOSIG,M
FABL,2026-06-28 07:00,48.20,41.00,76.01,60.00,3.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,FABL 280700Z 06003KT 040V110 CAVOK 09/05 Q1025 NOSIG,M
FABL,2026-06-28 08:00,53.60,41.00,62.22,20.00,4.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR FABL 280800Z 02004KT 320V050 CAVOK 12/05 Q1025 NOSIG,M
FABL,2026-06-28 09:00,59.00,42.80,54.86,30.00,5.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FABL 280900Z 03005KT 350V070 CAVOK 15/06 Q1024 NOSIG,M
FABL,2026-06-28 10:00,64.40,41.00,42.30,350.00,8.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FABL 281000Z 35008KT 290V030 CAVOK 18/05 Q1023 NOSIG,M
FABL,2026-06-28 11:00,66.20,41.00,39.73,340.00,9.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FABL 281100Z 34009KT 290V020 CAVOK 19/05 Q1022 NOSIG,M
FABL,2026-06-28 12:00,66.20,41.00,39.73,320.00,10.00,0.00,30.15,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,66.20,FABL 281200Z 32010KT 280V340 9999 FEW040 19/05 Q1021 NOSIG,M
FABL,2026-06-28 13:00,68.00,41.00,37.34,310.00,9.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,68.00,FABL 281300Z 31009KT 280V340 9999 FEW035 20/05 Q1021 NOSIG,M
