station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
FALE,2026-06-25 00:00,60.80,59.00,93.79,0.00,0.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FALE 250000Z 00000KT CAVOK 16/15 Q1026 NOSIG,M
FALE,2026-06-25 01:00,59.00,57.20,93.74,M,1.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FALE 250100Z VRB01KT CAVOK 15/14 Q1026 NOSIG,M
FALE,2026-06-25 01:10,62.60,59.00,88.01,M,2.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FALE 250110Z VRB02KT CAVOK 17/15 Q1026 NOSIG,M
FALE,2026-06-25 02:00,60.80,57.20,87.93,220.00,3.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FALE 250200Z 22003KT 180V270 CAVOK 16/14 Q1026 NOSIG,M
FALE,2026-06-25 03:00,55.40,51.80,87.65,M,1.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FALE 250300Z VRB01KT CAVOK 13/11 Q1026 NOSIG,M
FALE,2026-06-25 04:00,55.40,53.60,93.65,M,2.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FALE 250400Z VRB02KT CAVOK 13/12 Q1026 NOSIG,M
FALE,2026-06-25 05:00,53.60,50.00,87.56,M,1.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FALE 250500Z VRB01KT CAVOK 12/10 Q1027 NOSIG,M
FALE,2026-06-25 05:50,59.00,57.20,93.74,M,1.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FALE 250550Z VRB01KT CAVOK 15/14 Q1027 NOSIG,M
FALE,2026-06-25 06:00,59.00,57.20,93.74,M,1.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FALE 250600Z VRB01KT CAVOK 15/14 Q1027 NOSIG,M
FALE,2026-06-25 06:12,62.60,59.00,88.01,M,1.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FALE 250612Z VRB01KT CAVOK 17/15 Q1027 NOSIG,M
FALE,2026-06-25 07:00,66.20,59.00,77.62,M,2.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,FALE 250700Z VRB02KT CAVOK 19/15 Q1027 NOSIG,M
FALE,2026-06-25 07:14,69.80,57.20,64.30,M,1.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FALE 250714Z VRB01KT CAVOK 21/14 Q1027 NOSIG,M
FALE,2026-06-25 07:53,73.40,59.00,60.72,20.00,4.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 250753Z 02004KT 340V040 CAVOK 23/15 Q1027 NOSIG,M
FALE,2026-06-25 08:00,73.40,59.00,60.72,20.00,4.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 250800Z 02004KT 340V050 CAVOK 23/15 Q1027 NOSIG,M
FALE,2026-06-25 08:27,77.00,59.00,53.86,40.00,8.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FALE 250827Z 04008KT CAVOK 25/15 Q1027 NOSIG,M
FALE,2026-06-25 09:00,77.00,59.00,53.86,40.00,10.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FALE 250900Z 04010KT CAVOK 25/15 Q1027 NOSIG,M
FALE,2026-06-25 10:00,77.00,62.60,61.19,90.00,7.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FALE 251000Z 09007KT 050V140 CAVOK 25/17 Q1026 NOSIG,M
FALE,2026-06-25 11:00,75.20,60.80,60.96,70.00,12.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,FALE 251100Z 07012KT 040V100 CAVOK 24/16 Q1025 NOSIG,M
FALE,2026-06-25 12:00,75.20,62.60,64.96,60.00,12.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,FALE 251200Z 06012KT CAVOK 24/17 Q1024 NOSIG,M
FALE,2026-06-25 13:00,73.40,64.40,73.48,60.00,11.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 251300Z 06011KT CAVOK 23/18 Q1024 NOSIG,M
FALE,2026-06-25 14:00,71.60,64.40,78.08,60.00,11.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FALE 251400Z 06011KT CAVOK 22/18 Q1024 NOSIG,M
FALE,2026-06-25 15:00,69.80,64.40,83.00,60.00,11.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FALE 251500Z 06011KT CAVOK 21/18 Q1024 NOSIG,M
FALE,2026-06-25 16:00,68.00,66.20,93.98,50.00,8.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FALE 251600Z 05008KT CAVOK 20/19 Q1025 NOSIG,M
FALE,2026-06-25 17:00,68.00,66.20,93.98,50.00,9.00,0.00,30.30,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,FALE 251700Z 05009KT 9999 FEW020 20/19 Q1026 NOSIG,M
FALE,2026-06-25 18:00,68.00,64.40,88.28,40.00,6.00,0.00,30.30,M,6.21,M,FEW,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,68.00,FALE 251800Z 04006KT 9999 FEW011 20/18 Q1026 NOSIG,M
FALE,2026-06-25 19:00,64.40,62.60,93.89,20.00,3.00,0.00,30.33,M,4.35,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,64.40,FALE 251900Z 02003KT 7000 FEW010 18/17 Q1027 NOSIG,M
FALE,2026-06-25 19:08,64.40,64.40,100.00,M,2.00,0.00,30.33,M,2.80,M,FEW,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,64.40,FALE 251908Z VRB02KT 4500 BR FEW010 18/18 Q1027 NOSIG,M
FALE,2026-06-25 20:00,59.00,57.20,93.74,0.00,0.00,0.00,30.33,M,2.17,M,FEW,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,59.00,FALE 252000Z 00000KT 3500 BR FEW010 15/14 Q1027 NOSIG,M
FALE,2026-06-25 21:00,59.00,59.00,100.00,M,2.00,0.00,30.36,M,2.17,M,FEW,SCT,M,M,1000.00,1700.00,M,M,BR,M,M,M,M,M,M,59.00,FALE 252100Z VRB02KT 3500 BR FEW010 SCT017 15/15 Q1028 NOSIG,M
FALE,2026-06-25 22:00,59.00,57.20,93.74,M,1.00,0.00,30.36,M,2.17,M,SCT,BKN,M,M,800.00,1800.00,M,M,BR,M,M,M,M,M,M,59.00,FALE 252200Z VRB01KT 3500 BR SCT008 BKN018 15/14 Q1028 TEMPO BKN008,M
FALE,2026-06-25 23:00,53.60,53.60,100.00,M,1.00,0.00,30.33,M,2.49,M,FEW,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,53.60,FALE 252300Z VRB01KT 4000 BR FEW008 12/12 Q1027 NOSIG,M
FALE,2026-06-26 00:00,57.20,57.20,100.00,0.00,0.00,0.00,30.33,M,2.49,M,FEW,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,57.20,FALE 260000Z 00000KT 4000 BR FEW008 14/14 Q1027 NOSIG,M
FALE,2026-06-26 00:21,59.00,59.00,100.00,M,3.00,0.00,30.36,M,4.35,M,FEW,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,59.00,FALE 260021Z VRB03KT 7000 FEW008 15/15 Q1028 NOSIG,M
FALE,2026-06-26 01:00,59.00,57.20,93.74,M,2.00,0.00,30.33,M,4.35,M,FEW,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,59.00,FALE 260100Z VRB02KT 7000 FEW008 15/14 Q1027 NOSIG,M
FALE,2026-06-26 01:32,55.40,53.60,93.65,M,2.00,0.00,30.33,M,2.49,M,FEW,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 260132Z VRB02KT 4000 BR FEW006 13/12 Q1027 NOSIG,M
FALE,2026-06-26 02:00,55.40,53.60,93.65,220.00,3.00,0.00,30.33,M,2.49,M,FEW,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 260200Z 22003KT 4000 BR FEW006 13/12 Q1027 NOSIG,M
FALE,2026-06-26 03:00,55.40,53.60,93.65,230.00,3.00,0.00,30.33,M,2.49,M,FEW,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 260300Z 23003KT 4000 BR FEW006 13/12 Q1027 NOSIG,M
FALE,2026-06-26 03:21,55.40,53.60,93.65,0.00,0.00,0.00,30.33,M,3.73,M,FEW,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,55.40,FALE 260321Z 00000KT 6000 FEW003 13/12 Q1027 NOSIG,M
FALE,2026-06-26 03:38,48.20,46.40,93.45,M,1.00,0.00,30.33,M,2.17,M,FEW,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,48.20,FALE 260338Z VRB01KT 3500 BR FEW003 09/08 Q1027 NOSIG,M
FALE,2026-06-26 03:43,51.80,50.00,93.55,0.00,0.00,0.00,30.33,M,2.17,M,FEW,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,51.80,FALE 260343Z 00000KT 3500 BR FEW003 11/10 Q1027 NOSIG,M
FALE,2026-06-26 03:58,55.40,53.60,93.65,200.00,3.00,0.00,30.33,M,2.80,M,FEW,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 260358Z 20003KT 4500 BR FEW003 13/12 Q1027 NOSIG,M
FALE,2026-06-26 04:00,55.40,53.60,93.65,200.00,3.00,0.00,30.33,M,2.80,M,FEW,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 260400Z 20003KT 4500 BR FEW003 13/12 Q1027 NOSIG,M
FALE,2026-06-26 05:00,50.00,50.00,100.00,M,1.00,0.00,30.33,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,FALE 260500Z VRB01KT 6000 NSC 10/10 Q1027 NOSIG,M
FALE,2026-06-26 05:17,53.60,51.80,93.60,M,1.00,0.00,30.33,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FALE 260517Z VRB01KT 7000 NSC 12/11 Q1027 NOSIG,M
FALE,2026-06-26 05:46,57.20,55.40,93.70,M,2.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FALE 260546Z VRB02KT CAVOK 14/13 Q1027 NOSIG,M
FALE,2026-06-26 06:00,57.20,55.40,93.70,M,1.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,FALE 260600Z VRB01KT CAVOK 14/13 Q1028 NOSIG,M
FALE,2026-06-26 06:29,60.80,59.00,93.79,M,1.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FALE 260629Z VRB01KT CAVOK 16/15 Q1028 NOSIG,M
FALE,2026-06-26 07:00,60.80,59.00,93.79,M,1.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FALE 260700Z VRB01KT CAVOK 16/15 Q1028 NOSIG,M
FALE,2026-06-26 07:17,64.40,60.80,88.10,M,1.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FALE 260717Z VRB01KT CAVOK 18/16 Q1028 NOSIG,M
FALE,2026-06-26 07:55,68.00,59.00,72.95,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FALE 260755Z VRB02KT CAVOK 20/15 Q1028 NOSIG,M
FALE,2026-06-26 08:00,68.00,59.00,72.95,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FALE 260800Z VRB02KT CAVOK 20/15 Q1028 NOSIG,M
FALE,2026-06-26 08:24,71.60,59.00,64.52,M,2.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FALE 260824Z VRB02KT CAVOK 22/15 Q1027 NOSIG,M
FALE,2026-06-26 09:00,73.40,57.20,56.92,60.00,5.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 260900Z 06005KT 030V110 CAVOK 23/14 Q1027 NOSIG,M
FALE,2026-06-26 10:00,77.00,60.80,57.42,60.00,6.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,FALE 261000Z 06006KT 020V120 CAVOK 25/16 Q1026 NOSIG,M
FALE,2026-06-26 11:00,75.20,60.80,60.96,80.00,8.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,FALE 261100Z 08008KT CAVOK 24/16 Q1025 NOSIG,M
FALE,2026-06-26 12:00,75.20,60.80,60.96,80.00,10.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,FALE 261200Z 08010KT CAVOK 24/16 Q1024 NOSIG,M
FALE,2026-06-26 13:00,73.40,64.40,73.48,70.00,10.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 261300Z 07010KT CAVOK 23/18 Q1024 NOSIG,M
FALE,2026-06-26 14:00,73.40,64.40,73.48,60.00,11.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,FALE 261400Z 06011KT CAVOK 23/18 Q1024 NOSIG,M
FALE,2026-06-26 15:00,71.60,64.40,78.08,50.00,10.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,FALE 261500Z 05010KT CAVOK 22/18 Q1024 NOSIG,M
FALE,2026-06-26 16:00,69.80,64.40,83.00,40.00,10.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,FALE 261600Z 04010KT CAVOK 21/18 Q1024 NOSIG,M
FALE,2026-06-26 17:00,68.00,64.40,88.28,40.00,9.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FALE 261700Z 04009KT CAVOK 20/18 Q1024 NOSIG,M
FALE,2026-06-26 18:00,68.00,62.60,82.88,50.00,9.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,FALE 261800Z 05009KT CAVOK 20/17 Q1024 NOSIG,M
FALE,2026-06-26 19:00,64.40,60.80,88.10,40.00,6.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,FALE 261900Z 04006KT CAVOK 18/16 Q1024 NOSIG,M
FALE,2026-06-26 20:00,62.60,60.80,93.84,20.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,FALE 262000Z 02003KT CAVOK 17/16 Q1024 NOSIG,M
FALE,2026-06-26 21:00,60.80,59.00,93.79,10.00,4.00,0.00,30.24,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,FALE 262100Z 01004KT 350V050 8000 NSC 16/15 Q1024 NOSIG,M
FALE,2026-06-26 22:00,59.00,57.20,93.74,200.00,2.00,0.00,30.24,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,FALE 262200Z 20002KT 6000 NSC 15/14 Q1024 NOSIG,M
FALE,2026-06-26 22:29,55.40,53.60,93.65,90.00,2.00,0.00,30.21,M,2.24,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,55.40,FALE 262229Z 09002KT 3600 BR NSC 13/12 Q1023 NOSIG,M
FALE,2026-06-26 22:52,53.60,51.80,93.60,80.00,2.00,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FALE 262252Z 08002KT 6000 2300 NSC 12/11 Q1023 NOSIG,M
FALE,2026-06-26 22:54,53.60,51.80,93.60,M,2.00,0.00,30.21,M,1.55,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,53.60,FALE 262254Z VRB02KT 2500 BR NSC 12/11 Q1023 NOSIG,M
FALE,2026-06-26 23:00,53.60,51.80,93.60,M,2.00,0.00,30.21,M,1.62,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,53.60,FALE 262300Z VRB02KT 2600 1400 R24/P2000N BR NSC 12/11 Q1023 NOSIG,M
FALE,2026-06-26 23:22,53.60,53.60,100.00,M,2.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FALE 262322Z VRB02KT 8000 NSC 12/12 Q1023 NOSIG,M
FALE,2026-06-27 00:00,55.40,53.60,93.65,0.00,0.00,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,FALE 270000Z 00000KT 6000 NSC 13/12 Q1023 NOSIG,M
FALE,2026-06-27 00:06,53.60,51.80,93.60,0.00,0.00,0.00,30.18,M,2.92,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,53.60,FALE 270006Z 00000KT 4700 BR NSC 12/11 Q1022 NOSIG,M
FALE,2026-06-27 00:22,53.60,51.80,93.60,M,1.00,0.00,30.18,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,FALE 270022Z VRB01KT 7000 NSC 12/11 Q1022 NOSIG,M
FALE,2026-06-27 01:01,50.00,48.20,93.50,M,1.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,FALE 270101Z VRB01KT 9000 3600 NSC 10/09 Q1022 NOSIG,M
FALE,2026-06-27 02:00,50.00,50.00,100.00,0.00,0.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,FALE 270200Z 00000KT 9000 NSC 10/10 Q1022 NOSIG,M
FALE,2026-06-27 02:44,51.80,50.00,93.55,M,2.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FALE 270244Z VRB02KT CAVOK 11/10 Q1022 NOSIG,M
FALE,2026-06-27 03:00,51.80,50.00,93.55,200.00,3.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,FALE 270300Z 20003KT CAVOK 11/10 Q1022 NOSIG,M
